	TransID	ActivityName	Time	eLetter_Type	eLetter_ID	ShapeID	ShapeNumber	OK_After_Review_14_perc	OK_After_Review_17_perc	OK_After_Review_25_perc	ProcessName	Analyze_Criteria_AVG	Analyze_Criteria_STD	Create_Initial_Draft_MAX	Create_Initial_Draft_MIN	Create_Proof_AVG	Create_Proof_STD	Delta_Time	Gather_Materials	Internal_Review_MAX	Internal_Review_MIN	Modify_Criteria_AVG	Modify_Criteria_STD	Optimize_Graphics_MAX	Optimize_Graphics_MIN	Outline_Text	Paste_In_Template_AVG	Paste_In_Template_STD	Preempt	Priority	Pull_Target_List_MAX	Pull_Target_List_MIN	Review_13_AVG	Review_13_STD	Review_16_AVG	Review_16_STD	Send_On	timeStamp	caseEnd	caseStart	relativeTime	relativeTime_s
1119	105	Analyze Criteria	2076557.143422	Type_1	173	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 10:49:17.143422000	2016-01-25 10:49:17.143422000	2016-01-24 17:03:27.459883000	0 days 17:45:49.683539	63949
1120	73	Send On	2015085.428956	Type_4	172	228	19	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-24 17:44:45.428956000	2016-01-24 17:44:45.428956000	2016-01-24 17:14:45.428956000	0 days 00:30:00	1800
1121	106	Delay	2038855.413989	Type_2	254	1022	6	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 00:20:55.413989000	2016-01-25 00:20:55.413989000	2016-01-24 17:18:27.459883000	0 days 07:02:27.954106	25347
1122	84	Review	2018810.065581	Type_1	193	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:46:50.065581000	2016-01-24 18:46:50.065581000	2016-01-24 17:26:26.828171000	0 days 01:20:23.237410	4823
1123	73	Send Email	2102828.355803	Type_4	172	42	20	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 18:07:08.355803000	2016-01-25 18:07:08.355803000	2016-01-24 17:44:45.428956000	1 days 00:22:22.926847	87742
1124	102	Pull Target List	2092784.292643	Type_4	172	27	27	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 15:19:44.292643000	2016-01-25 15:19:44.292643000	2016-01-24 17:45:34.073296000	0 days 21:34:10.219347	77650
1125	117	OK?	2423901.849744	Type_1	193	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 11:18:21.849744000	2016-01-29 11:18:21.849744000	2016-01-24 17:50:31.591622000	4 days 17:27:50.258122	408470
1126	84	Create Proof	2017129.527166	Type_1	193	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:18:49.527166000	2016-01-24 18:18:49.527166000	2016-01-24 17:50:31.591622000	0 days 00:28:17.935544	1697
1127	124	Request	2017885.51538	Type_1	281	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:31:25.515379999	2016-01-24 18:31:25.515379999	2016-01-24 18:00:00.000000000	0 days 00:31:25.515379999	1885
1128	107	Send To Production	2016527.863923	Type_1	181	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:08:47.863923000	2016-01-24 18:08:47.863923000	2016-01-24 18:03:47.863923000	0 days 00:05:00	300
1129	107	Analyze Criteria	2092501.569605	Type_1	181	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 15:15:01.569605000	2016-01-25 15:15:01.569605000	2016-01-24 18:08:47.863923000	0 days 21:06:13.705682	75973
1130	81	Internal Review And Changes	2096839.646143	Type_4	184	95	10	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 16:27:19.646143000	2016-01-25 16:27:19.646143000	2016-01-24 18:14:01.161108000	0 days 22:13:18.485035	79998
1131	86	Send On	2017711.915896	Type_2	194	228	19	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:28:31.915896000	2016-01-24 18:28:31.915896000	2016-01-24 18:18:31.915896000	0 days 00:10:00	600
1132	108	Delay	2043739.465583	Type_4	256	1022	6	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 01:42:19.465583000	2016-01-25 01:42:19.465583000	2016-01-24 18:23:47.863923000	0 days 07:18:31.601660	26311
1133	86	Send Email	2519723.528318	Type_2	194	42	20	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 13:55:23.528317999	2016-01-30 13:55:23.528317999	2016-01-24 18:28:31.915896000	5 days 19:26:51.612421999	502011
1134	124	Start	2017885.51538	Type_1	281	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:31:25.515379999	2016-01-24 18:31:25.515379999	2016-01-24 18:31:25.515379999	0 days 00:00:00	0
1135	124	Schedule Activities	2019325.512819	Type_1	281	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:55:25.512819000	2016-01-24 18:55:25.512819000	2016-01-24 18:31:25.515379999	0 days 00:23:59.997439001	1439
1136	125	Outline Text, Targeting, and URLs	2018927.863923	Type_1	205	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:48:47.863923000	2016-01-24 18:48:47.863923000	2016-01-24 18:33:47.863923000	0 days 00:15:00	900
1137	84	Send On	2019410.065581	Type_1	193	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-24 18:56:50.065581000	2016-01-24 18:56:50.065581000	2016-01-24 18:46:50.065581000	0 days 00:10:00	600
1138	89	 Create Initial Draft	2092394.067629	Type_1	205	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 15:13:14.067629000	2016-01-25 15:13:14.067629000	2016-01-24 18:48:47.863923000	0 days 20:24:26.203706	73466
1139	125	Create Initial Target List	2420869.214765	Type_1	205	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 10:27:49.214765000	2016-01-29 10:27:49.214765000	2016-01-24 18:48:47.863923000	4 days 15:39:01.350842	401941
1140	124	Broadcast Request for Related Articles	2422069.214765	Type_1	281	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 10:47:49.214765000	2016-01-29 10:47:49.214765000	2016-01-24 18:55:25.512819000	4 days 15:52:23.701946	402743
1141	84	Send Email	2525313.29147	Type_1	193	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 15:28:33.291470000	2016-01-30 15:28:33.291470000	2016-01-24 18:56:50.065581000	5 days 20:31:43.225889	505903
1142	101	Gather Materials	2423869.214765	Type_4	220	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-29 11:17:49.214765000	2016-01-29 11:17:49.214765000	2016-01-24 19:14:52.208307000	4 days 16:02:57.006458	403377
1143	99	Gather Materials	2423593.174707	Type_2	218	1341	7	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 11:13:13.174707000	2016-01-29 11:13:13.174707000	2016-01-24 19:16:31.447259000	4 days 15:56:41.727448	403001
1144	103	Gather Materials	2442745.341598	Type_1	221	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 16:32:25.341598000	2016-01-29 16:32:25.341598000	2016-01-24 23:14:43.218416000	4 days 17:17:42.123182	407862
1145	104	Gather Materials	2447542.624685	Type_1	253	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 17:52:22.624685000	2016-01-29 17:52:22.624685000	2016-01-24 23:48:28.312414000	4 days 18:03:54.312271	410634
1146	106	Gather Materials	2505605.357877	Type_2	254	1341	7	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 10:00:05.357877000	2016-01-30 10:00:05.357877000	2016-01-25 00:20:55.413989000	5 days 09:39:09.943888	466749
1147	108	Gather Materials	2524867.107872	Type_4	256	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-30 15:21:07.107872000	2016-01-30 15:21:07.107872000	2016-01-25 01:42:19.465583000	5 days 13:38:47.642289	481127
1148	126	Request	2074200.0	Type_1	289	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 10:10:00.000000000	2016-01-25 10:10:00.000000000	2016-01-25 10:00:00.000000000	0 days 00:10:00	600
1149	126	Start	2074200.0	Type_1	289	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 10:10:00.000000000	2016-01-25 10:10:00.000000000	2016-01-25 10:10:00.000000000	0 days 00:00:00	0
1150	126	Schedule Activities	2075191.108513	Type_1	289	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 10:26:31.108513000	2016-01-25 10:26:31.108513000	2016-01-25 10:10:00.000000000	0 days 00:16:31.108513	991
1151	126	Broadcast Request for Related Articles	2532378.141397	Type_1	289	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 17:26:18.141397000	2016-01-30 17:26:18.141397000	2016-01-25 10:26:31.108513000	5 days 06:59:47.032884	457187
1152	88	Internal Review And Changes	2084877.838714	Type_1	197	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 13:07:57.838714000	2016-01-25 13:07:57.838714000	2016-01-25 10:35:03.351055000	0 days 02:32:54.487659	9174
1153	93	End	2076037.447722	Type_4	136	285	21	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 10:40:37.447722000	2016-01-25 10:40:37.447722000	2016-01-25 10:40:37.447722000	0 days 00:00:00	0
1154	105	Pull Target List	2082443.483277	Type_1	173	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 12:27:23.483277000	2016-01-25 12:27:23.483277000	2016-01-25 10:49:17.143422000	0 days 01:38:06.339855	5886
1155	127	Request	2081400.0	Type_2	290	767	1	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 12:10:00.000000000	2016-01-25 12:10:00.000000000	2016-01-25 12:00:00.000000000	0 days 00:10:00	600
1156	127	Start	2081400.0	Type_2	290	1376	2	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 12:10:00.000000000	2016-01-25 12:10:00.000000000	2016-01-25 12:10:00.000000000	0 days 00:00:00	0
1157	127	Schedule Activities	2082616.929161	Type_2	290	15	3	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 12:30:16.929161000	2016-01-25 12:30:16.929161000	2016-01-25 12:10:00.000000000	0 days 00:20:16.929161	1216
1158	127	Broadcast Request for Related Articles	2532460.429948	Type_2	290	194	5	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 17:27:40.429948000	2016-01-30 17:27:40.429948000	2016-01-25 12:30:16.929161000	5 days 04:57:23.500787	449843
1159	88	Optimize Graphics	2093064.601342	Type_1	197	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 15:24:24.601342000	2016-01-25 15:24:24.601342000	2016-01-25 13:07:57.838714000	0 days 02:16:26.762628	8186
1160	128	Outline Text, Targeting, and URLs	2086977.838714	Type_2	206	205	8	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 13:42:57.838714000	2016-01-25 13:42:57.838714000	2016-01-25 13:27:57.838714000	0 days 00:15:00	900
1161	92	 Create Initial Draft	2160055.991719	Type_2	206	207	9	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 10:00:55.991719000	2016-01-26 10:00:55.991719000	2016-01-25 13:42:57.838714000	0 days 20:17:58.153005	73078
1162	128	Create Initial Target List	2535422.802744	Type_2	206	21	22	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 18:17:02.802744000	2016-01-30 18:17:02.802744000	2016-01-25 13:42:57.838714000	5 days 04:34:04.964030	448444
1163	72	End	2091631.20884	Type_2	170	285	21	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 15:00:31.208840000	2016-01-25 15:00:31.208840000	2016-01-25 15:00:31.208840000	0 days 00:00:00	0
1164	89	Internal Review And Changes	2100918.247905	Type_1	205	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 17:35:18.247905000	2016-01-25 17:35:18.247905000	2016-01-25 15:13:14.067629000	0 days 02:22:04.180276	8524
1165	107	Pull Target List	2096831.29389	Type_1	181	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 16:27:11.293890000	2016-01-25 16:27:11.293890000	2016-01-25 15:15:01.569605000	0 days 01:12:09.724285	4329
1166	88	Paste In Template	2095441.474471	Type_1	197	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 16:04:01.474471000	2016-01-25 16:04:01.474471000	2016-01-25 15:24:24.601342000	0 days 00:39:36.873129	2376
1167	129	Request	2095800.0	Type_4	292	767	1	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 16:10:00.000000000	2016-01-25 16:10:00.000000000	2016-01-25 16:00:00.000000000	0 days 00:10:00	600
1168	88	Review	2098889.717121	Type_1	197	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 17:01:29.717121000	2016-01-25 17:01:29.717121000	2016-01-25 16:04:01.474471000	0 days 00:57:28.242650	3448
1169	129	Start	2095800.0	Type_4	292	1376	2	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 16:10:00.000000000	2016-01-25 16:10:00.000000000	2016-01-25 16:10:00.000000000	0 days 00:00:00	0
1170	129	Schedule Activities	2097452.434465	Type_4	292	15	3	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 16:37:32.434465000	2016-01-25 16:37:32.434465000	2016-01-25 16:10:00.000000000	0 days 00:27:32.434465	1652
1171	81	Optimize Graphics	2165502.837974	Type_4	184	62	11	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-26 11:31:42.837974000	2016-01-26 11:31:42.837974000	2016-01-25 16:27:19.646143000	0 days 19:04:23.191831	68663
1172	123	OK?	2429673.973499	Type_1	197	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 12:54:33.973499000	2016-01-29 12:54:33.973499000	2016-01-25 16:31:25.050087000	3 days 20:23:08.923412	332588
1173	88	Create Proof	2097939.456137	Type_1	197	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 16:45:39.456137000	2016-01-25 16:45:39.456137000	2016-01-25 16:31:25.050087000	0 days 00:14:14.406050	854
1174	129	Broadcast Request for Related Articles	2533360.429948	Type_4	292	194	5	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-30 17:42:40.429948000	2016-01-30 17:42:40.429948000	2016-01-25 16:37:32.434465000	5 days 01:05:07.995483	435907
1175	109	Delay	2123996.411904	Type_1	257	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 23:59:56.411904000	2016-01-25 23:59:56.411904000	2016-01-25 16:42:19.646143000	0 days 07:17:36.765761	26256
1176	88	Send On	2099489.717121	Type_1	197	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 17:11:29.717121000	2016-01-25 17:11:29.717121000	2016-01-25 17:01:29.717121000	0 days 00:10:00	600
1177	88	Send Email	2534709.363734	Type_1	197	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 18:05:09.363734000	2016-01-30 18:05:09.363734000	2016-01-25 17:11:29.717121000	5 days 00:53:39.646613	435219
1178	110	Send To Production	2100352.439406	Type_2	182	23	23	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 17:25:52.439406000	2016-01-25 17:25:52.439406000	2016-01-25 17:20:52.439406000	0 days 00:05:00	300
1179	110	Analyze Criteria	2105595.116019	Type_2	182	25	24	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:53:15.116019000	2016-01-25 18:53:15.116019000	2016-01-25 17:25:52.439406000	0 days 01:27:22.676613	5242
1180	89	Optimize Graphics	2103979.197613	Type_1	205	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:26:19.197613000	2016-01-25 18:26:19.197613000	2016-01-25 17:35:18.247905000	0 days 00:51:00.949708	3060
1181	131	Outline Text, Targeting, and URLs	2102418.247905	Type_1	209	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:00:18.247905000	2016-01-25 18:00:18.247905000	2016-01-25 17:45:18.247905000	0 days 00:15:00	900
1182	132	Outline Text, Targeting, and URLs	2104852.439406	Type_4	208	205	8	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 18:40:52.439406000	2016-01-25 18:40:52.439406000	2016-01-25 17:55:52.439406000	0 days 00:45:00	2700
1183	130	Request	2103000.0	Type_1	293	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:10:00.000000000	2016-01-25 18:10:00.000000000	2016-01-25 18:00:00.000000000	0 days 00:10:00	600
1184	95	 Create Initial Draft	2171006.578759	Type_1	209	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 13:03:26.578759000	2016-01-26 13:03:26.578759000	2016-01-25 18:00:18.247905000	0 days 19:03:08.330854	68588
1185	131	Create Initial Target List	2536898.37382	Type_1	209	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 18:41:38.373820000	2016-01-30 18:41:38.373820000	2016-01-25 18:00:18.247905000	5 days 00:41:20.125915	434480
1186	73	End	2102828.355803	Type_4	172	285	21	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 18:07:08.355803000	2016-01-25 18:07:08.355803000	2016-01-25 18:07:08.355803000	0 days 00:00:00	0
1187	130	Start	2103000.0	Type_1	293	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:10:00.000000000	2016-01-25 18:10:00.000000000	2016-01-25 18:10:00.000000000	0 days 00:00:00	0
1188	130	Schedule Activities	2104472.150645	Type_1	293	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:34:32.150645000	2016-01-25 18:34:32.150645000	2016-01-25 18:10:00.000000000	0 days 00:24:32.150645	1472
1189	89	Paste In Template	2160443.665061	Type_1	205	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 10:07:23.665061000	2016-01-26 10:07:23.665061000	2016-01-25 18:26:19.197613000	0 days 15:41:04.467448	56464
1190	87	Internal Review And Changes	2191046.480059	Type_4	196	95	10	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-26 18:37:26.480059000	2016-01-26 18:37:26.480059000	2016-01-25 18:32:21.228452000	1 days 00:05:05.251607	86705
1191	130	Broadcast Request for Related Articles	2536622.802744	Type_1	293	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 18:37:02.802744000	2016-01-30 18:37:02.802744000	2016-01-25 18:34:32.150645000	5 days 00:02:30.652099	432150
1192	94	 Create Initial Draft	2432122.234073	Type_4	208	207	9	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-29 13:35:22.234073000	2016-01-29 13:35:22.234073000	2016-01-25 18:40:52.439406000	3 days 18:54:29.794667	327269
1193	132	Create Initial Target List	2104852.439406	Type_4	208	21	22	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-25 18:40:52.439406000	2016-01-25 18:40:52.439406000	2016-01-25 18:40:52.439406000	0 days 00:00:00	0
1194	76	End	2104922.414119	Type_1	173	285	21	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-25 18:42:02.414119000	2016-01-25 18:42:02.414119000	2016-01-25 18:42:02.414119000	0 days 00:00:00	0
1195	110	Pull Target List	2163685.916193	Type_2	182	27	27	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 11:01:25.916193000	2016-01-26 11:01:25.916193000	2016-01-25 18:53:15.116019000	0 days 16:08:10.800174	58090
1196	109	Gather Materials	2537798.37382	Type_1	257	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-30 18:56:38.373820000	2016-01-30 18:56:38.373820000	2016-01-25 23:59:56.411904000	4 days 18:56:41.961916	413801
1197	133	Request	2160600.0	Type_1	301	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 10:10:00.000000000	2016-01-26 10:10:00.000000000	2016-01-26 10:00:00.000000000	0 days 00:10:00	600
1198	92	Internal Review And Changes	2168201.410473	Type_2	206	95	10	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 12:16:41.410473000	2016-01-26 12:16:41.410473000	2016-01-26 10:00:55.991719000	0 days 02:15:45.418754	8145
1199	89	Review	2163832.062587	Type_1	205	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 11:03:52.062587000	2016-01-26 11:03:52.062587000	2016-01-26 10:07:23.665061000	0 days 00:56:28.397526	3388
1200	133	Start	2160600.0	Type_1	301	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 10:10:00.000000000	2016-01-26 10:10:00.000000000	2016-01-26 10:10:00.000000000	0 days 00:00:00	0
1201	133	Schedule Activities	2161531.648369	Type_1	301	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 10:25:31.648369000	2016-01-26 10:25:31.648369000	2016-01-26 10:10:00.000000000	0 days 00:15:31.648369	931
1202	133	Broadcast Request for Related Articles	2161531.648369	Type_1	301	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-26 10:25:31.648369000	2016-01-26 10:25:31.648369000	2016-01-26 10:25:31.648369000	0 days 00:00:00	0
1203	125	OK?	2441634.764323	Type_1	205	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 16:13:54.764323000	2016-01-29 16:13:54.764323000	2016-01-26 10:25:54.839628000	3 days 05:47:59.924695	280079
